Time (s),Position X (m),Position Y (m),Velocity (m/s),Heading,Length (m),Width (m),Vehicle ID,Q_Veh_ID,TDM (s),InDepth (m),EI (m/s)
6.7,27.3766,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.71,-0.8518,-1.3179,7.3134,1.5369,4.72,1.83,1,,,,
6.71,27.5432,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.72,-0.8498,-1.2442,7.3453,1.5372,4.72,1.83,1,,,,
6.72,27.7098,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.73,-0.8478,-1.1727,7.376,1.5375,4.72,1.83,1,,,,
6.73,27.8763,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.74,-0.8458,-1.0987,7.4074,1.5378,4.72,1.83,1,,,,
6.74,28.0429,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.75,-0.8437,-1.0237,7.4391,1.5381,4.72,1.83,1,,,,
6.75,28.2097,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.76,-0.8417,-0.9484,7.4706,1.5385,4.72,1.83,1,,,,
6.76,28.3765,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.77,-0.8397,-0.8744,7.5013,1.5388,4.72,1.83,1,,,,
6.77,28.5433,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.78,-0.8377,-0.7991,7.5323,1.539,4.72,1.83,1,,,,
6.78,28.7102,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.79,-0.8357,-0.7244,7.5629,1.5393,4.72,1.83,1,,,,
6.79,28.877,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.8,-0.8336,-0.6471,7.5943,1.5396,4.72,1.83,1,,,,
6.8,29.0433,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.81,-0.8316,-0.5718,7.6246,1.5399,4.72,1.83,1,,,,
6.81,29.2094,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.82,-0.8296,-0.4958,7.6551,1.5402,4.72,1.83,1,,,,
6.82,29.3755,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.83,-0.8276,-0.4183,7.6859,1.5404,4.72,1.83,1,,,,
6.83,29.5416,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.84,-0.8256,-0.3406,7.7165,1.5407,4.72,1.83,1,,,,
6.84,29.7077,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.85,-0.8236,-0.2631,7.7469,1.5409,4.72,1.83,1,,,,
6.85,29.8746,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.86,-0.8216,-0.1869,7.7766,1.5412,4.72,1.83,1,,,,
6.86,30.0418,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.87,-0.8197,-0.1095,7.8066,1.5414,4.72,1.83,1,,,,
6.87,30.209,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.88,-0.8176,-0.0299,7.8372,1.5416,4.72,1.83,1,,,,
6.88,30.3762,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.89,-0.8156,0.0487,7.8672,1.5418,4.72,1.83,1,,,,
6.89,30.5434,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.9,-0.8136,0.1273,7.8971,1.5421,4.72,1.83,1,,,,
6.9,30.71,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.91,-0.8117,0.2057,7.9268,1.5423,4.72,1.83,1,,,,
6.91,30.8763,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.92,-0.8097,0.2855,7.957,1.5425,4.72,1.83,1,,,,
6.92,31.0426,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.93,-0.8077,0.3658,7.9873,1.5427,4.72,1.83,1,,,,
6.93,31.2089,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.94,-0.8057,0.4447,8.017,1.5429,4.72,1.83,1,,,,
6.94,31.3752,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.95,-0.8037,0.5256,8.0473,1.543,4.72,1.83,1,,,,
6.95,31.5419,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.96,-0.8017,0.6069,8.0777,1.5432,4.72,1.83,1,,,,
6.96,31.7086,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.97,-0.7997,0.6881,8.108,1.5434,4.72,1.83,1,,,,
6.97,31.8754,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.98,-0.7977,0.7697,8.1385,1.5436,4.72,1.83,1,,,,
6.98,32.0421,-1.7,16.6667,0.0,4.72,1.83,2,,,,
6.99,-0.7957,0.8504,8.1686,1.5438,4.72,1.83,1,,,,
6.99,32.2089,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.0,-0.7937,0.932,8.1989,1.5439,4.72,1.83,1,,,,
7.0,32.3759,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.01,-0.7917,1.0143,8.2294,1.5441,4.72,1.83,1,,,,
7.01,32.543,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.02,-0.7898,1.096,8.2596,1.5442,4.72,1.83,1,,,,
7.02,32.7101,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.03,-0.7878,1.1791,8.2903,1.5444,4.72,1.83,1,,,,
7.03,32.8772,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.04,-0.7857,1.2633,8.3212,1.5446,4.72,1.83,1,,,,
7.04,33.0443,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.05,-0.7838,1.3457,8.3515,1.5447,4.72,1.83,1,,,,
7.05,33.2109,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.06,-0.7818,1.43,8.3823,1.5448,4.72,1.83,1,,,,
7.06,33.3772,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.07,-0.7798,1.5144,8.413,1.545,4.72,1.83,1,,,,
7.07,33.5435,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.08,-0.7778,1.599,8.4438,1.5451,4.72,1.83,1,,,,
7.08,33.7098,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.09,-0.7758,1.6849,8.4749,1.5453,4.72,1.83,1,,,,
7.09,33.8761,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.1,-0.7738,1.767,8.5045,1.5454,4.72,1.83,1,,,,
7.1,34.043,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.11,-0.7719,1.8522,8.5351,1.5455,4.72,1.83,1,,,,
7.11,34.2101,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.12,-0.7699,1.9385,8.566,1.5457,4.72,1.83,1,,,,
7.12,34.3773,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.13,-0.7679,2.0233,8.5963,1.5458,4.72,1.83,1,,,,
7.13,34.5444,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.14,-0.7659,2.1096,8.627,1.5459,4.72,1.83,1,,,,
7.14,34.7115,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.15,-0.7639,2.1962,8.6577,1.5461,4.72,1.83,1,,,,
7.15,34.8783,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.16,-0.7619,2.2846,8.6889,1.5462,4.72,1.83,1,,,,
7.16,35.045,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.17,-0.7599,2.3706,8.7192,1.5463,4.72,1.83,1,,,,
7.17,35.2117,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.18,-0.758,2.4567,8.7493,1.5464,4.72,1.83,1,,,,
7.18,35.3784,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.19,-0.756,2.5444,8.7799,1.5465,4.72,1.83,1,,,,
7.19,35.5451,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.2,-0.754,2.634,8.8111,1.5467,4.72,1.83,1,,,,
7.2,35.7115,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.21,-0.7521,2.721,8.8412,1.5468,4.72,1.83,1,,,,
7.21,35.8779,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.22,-0.7501,2.8109,8.8722,1.5469,4.72,1.83,1,,,,
7.22,36.0443,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.23,-0.7481,2.8991,8.9024,1.547,4.72,1.83,1,,,,
7.23,36.2106,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.24,-0.7461,2.9891,8.9332,1.5471,4.72,1.83,1,,,,
7.24,36.377,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.25,-0.7442,3.0777,8.9633,1.5472,4.72,1.83,1,,,,
7.25,36.5438,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.26,-0.7422,3.1676,8.9937,1.5473,4.72,1.83,1,,,,
7.26,36.7109,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.27,-0.7402,3.259,9.0245,1.5475,4.72,1.83,1,,,,
7.27,36.878,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.28,-0.7384,3.3403,9.0518,1.5476,4.72,1.83,1,,,,
7.28,37.0451,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.29,-0.7363,3.4384,9.0845,1.5477,4.72,1.83,1,,,,
7.29,37.2122,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.3,-0.7344,3.5296,9.1148,1.5478,4.72,1.83,1,,,,
7.3,37.3791,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.31,-0.7324,3.6217,9.1452,1.5479,4.72,1.83,1,,,,
7.31,37.5458,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.32,-0.7304,3.7137,9.1754,1.548,4.72,1.83,1,,,,
7.32,37.7125,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.33,-0.7285,3.8057,9.2055,1.5481,4.72,1.83,1,,,,
7.33,37.8793,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.34,-0.7266,3.8975,9.2354,1.5483,4.72,1.83,1,,,,
7.34,38.046,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.35,-0.7246,3.9907,9.2655,1.5484,4.72,1.83,1,,,,
7.35,38.2126,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.36,-0.7227,4.0841,9.2956,1.5485,4.72,1.83,1,,,,
7.36,38.3792,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.37,-0.7208,4.1751,9.3248,1.5486,4.72,1.83,1,,,,
7.37,38.5458,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.38,-0.7189,4.268,9.3544,1.5487,4.72,1.83,1,,,,
7.38,38.7124,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.39,-0.717,4.3622,9.3843,1.5489,4.72,1.83,1,,,,
7.39,38.8789,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.4,-0.7151,4.4578,9.4145,1.549,4.72,1.83,1,,,,
7.4,39.0454,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.41,-0.7132,4.5518,9.4441,1.5491,4.72,1.83,1,,,,
7.41,39.2117,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.42,-0.7113,4.6462,9.4735,1.5492,4.72,1.83,1,,,,
7.42,39.3781,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.43,-0.7094,4.7416,9.5032,1.5494,4.72,1.83,1,,,,
7.43,39.5444,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.44,-0.7075,4.8367,9.5326,1.5495,4.72,1.83,1,,,,
7.44,39.7108,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.45,-0.7057,4.9314,9.5617,1.5496,4.72,1.83,1,,,,
7.45,39.8773,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.46,-0.7038,5.0286,9.5914,1.5497,4.72,1.83,1,,,,
7.46,40.0438,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.47,-0.7019,5.1249,9.6208,1.5499,4.72,1.83,1,,,,
7.47,40.2104,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.48,-0.7001,5.2211,9.65,1.55,4.72,1.83,1,,,,
7.48,40.3769,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.49,-0.6983,5.3149,9.6784,1.5501,4.72,1.83,1,,,,
7.49,40.5435,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.5,-0.6964,5.4153,9.7087,1.5502,4.72,1.83,1,,,,
7.5,40.708,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.51,-0.6946,5.5087,9.7368,1.5504,4.72,1.83,1,,,,
7.51,40.8718,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.52,-0.6928,5.6055,9.7659,1.5505,4.72,1.83,1,,,,
7.52,41.0355,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.53,-0.6909,5.7058,9.7958,1.5506,4.72,1.83,1,,,,
7.53,41.1992,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.54,-0.6891,5.8045,9.8253,1.5508,4.72,1.83,1,,,,
7.54,41.363,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.55,-0.6873,5.903,9.8546,1.5509,4.72,1.83,1,,,,
7.55,41.5306,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.56,-0.6855,6.0014,9.8837,1.551,4.72,1.83,1,,,,
7.56,41.7007,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.57,-0.6837,6.1002,9.913,1.5512,4.72,1.83,1,,,,
7.57,41.8708,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.58,-0.682,6.1988,9.942,1.5513,4.72,1.83,1,,,,
7.58,42.0409,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.59,-0.6802,6.2997,9.9718,1.5515,4.72,1.83,1,,,,
7.59,42.211,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.6,-0.6784,6.4004,10.0012,1.5516,4.72,1.83,1,,,,
7.6,42.3786,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.61,-0.6768,6.4985,10.0012,1.5517,4.72,1.83,1,,,,
7.61,42.5453,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.62,-0.6754,6.5985,9.9763,1.5518,4.72,1.83,1,,,,
7.62,42.712,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.63,-0.6742,6.6973,10.0094,1.552,4.72,1.83,1,,,,
7.63,42.8786,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.64,-0.673,6.7986,10.0363,1.5522,4.72,1.83,1,,,,
7.64,43.0453,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.65,-0.672,6.8978,10.0643,1.5524,4.72,1.83,1,,,,
7.65,43.2123,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.66,-0.6713,6.9958,10.0932,1.5527,4.72,1.83,1,,,,
7.66,43.3795,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.67,-0.6707,7.1006,10.1252,1.5531,4.72,1.83,1,,,,
7.67,43.5467,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.68,-0.6702,7.2036,10.157,1.5536,4.72,1.83,1,,,,
7.68,43.7139,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.69,-0.6698,7.305,10.1884,1.5542,4.72,1.83,1,,,,
7.69,43.8811,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.7,-0.6696,7.4063,10.2195,1.5548,4.72,1.83,1,,,,
7.7,44.0452,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.71,-0.6694,7.5082,10.2506,1.5555,4.72,1.83,1,,,,
7.71,44.2081,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.72,-0.6692,7.6111,10.2819,1.5563,4.72,1.83,1,,,,
7.72,44.371,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.73,-0.669,7.714,10.3132,1.5571,4.72,1.83,1,,,,
7.73,44.5339,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.74,-0.6689,7.8193,10.3452,1.5579,4.72,1.83,1,,,,
7.74,44.6968,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.75,-0.6687,7.9218,10.3765,1.5588,4.72,1.83,1,,,,
7.75,44.864,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.76,-0.6684,8.0276,10.4088,1.5597,4.72,1.83,1,,,,
7.76,45.0341,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.77,-0.6681,8.1211,10.4369,1.5604,4.72,1.83,1,,,,
7.77,45.2043,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.78,-0.6677,8.2308,10.4693,1.5613,4.72,1.83,1,,,,
7.78,45.3744,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.79,-0.6673,8.3406,10.5012,1.5622,4.72,1.83,1,,,,
7.79,45.5445,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.8,-0.6668,8.4461,10.5313,1.563,4.72,1.83,1,,,,
7.8,45.7098,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.81,-0.6662,8.5517,10.561,1.5638,4.72,1.83,1,,,,
7.81,45.8732,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.82,-0.6655,8.657,10.5904,1.5645,4.72,1.83,1,,,,
7.82,46.0366,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.83,-0.6648,8.7627,10.6198,1.5653,4.72,1.83,1,,,,
7.83,46.2,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.84,-0.664,8.8707,10.6496,1.566,4.72,1.83,1,,,,
7.84,46.3634,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.85,-0.6633,8.9753,10.6786,1.5667,4.72,1.83,1,,,,
7.85,46.5292,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.86,-0.6625,9.0808,10.7089,1.5673,4.72,1.83,1,,,,
7.86,46.6964,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.87,-0.6618,9.1916,10.731,1.568,4.72,1.83,1,,,,
7.87,46.8636,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.88,-0.6613,9.2937,10.7144,1.5683,4.72,1.83,1,,,,
7.88,47.0308,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.89,-0.6613,9.3952,10.7521,1.5681,4.72,1.83,1,,,,
7.89,47.198,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.9,-0.6615,9.5081,10.7918,1.568,4.72,1.83,1,,,,
7.9,47.3646,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.91,-0.662,9.6175,10.8336,1.5679,4.72,1.83,1,,,,
7.91,47.5308,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.92,-0.6628,9.7311,10.8735,1.5679,4.72,1.83,1,,,,
7.92,47.6969,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.93,-0.6637,9.8349,10.9062,1.5678,4.72,1.83,1,,,,
7.93,47.8631,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.94,-0.6649,9.9425,10.9373,1.5678,4.72,1.83,1,,,,
7.94,48.0292,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.95,-0.6663,10.0552,10.9666,1.5677,4.72,1.83,1,,,,
7.95,48.1957,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.96,-0.6678,10.168,10.9934,1.5677,4.72,1.83,1,,,,
7.96,48.3624,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.97,-0.6693,10.2772,11.0153,1.5677,4.72,1.83,1,,,,
7.97,48.5291,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.98,-0.6708,10.387,11.0358,1.5678,4.72,1.83,1,,,,
7.98,48.6957,-1.7,16.6667,0.0,4.72,1.83,2,,,,
7.99,-0.6723,10.4979,11.0575,1.5679,4.72,1.83,1,,,,
7.99,48.8624,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.0,-0.6739,10.6097,11.0809,1.5681,4.72,1.83,1,,,,
8.0,49.0316,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.01,-0.6754,10.7207,11.1051,1.5683,4.72,1.83,1,,,,
8.01,49.2024,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.02,-0.6768,10.8269,11.1291,1.5685,4.72,1.83,1,,,,
8.02,49.3732,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.03,-0.6781,10.9325,11.1543,1.5687,4.72,1.83,1,,,,
8.03,49.544,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.04,-0.6796,11.0526,11.1857,1.569,4.72,1.83,1,,,,
8.04,49.7148,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.05,-0.6809,11.1647,11.2192,1.5693,4.72,1.83,1,,,,
8.05,49.8826,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.06,-0.6821,11.2778,11.2575,1.5697,4.72,1.83,1,,,,
8.06,50.0492,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.07,-0.6832,11.3898,11.2998,1.57,4.72,1.83,1,,,,
8.07,50.2158,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.08,-0.6843,11.5045,11.3477,1.5704,4.72,1.83,1,,,,
8.08,50.3824,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.09,-0.6853,11.6182,11.3996,1.5708,4.72,1.83,1,,,,
8.09,50.549,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.1,-0.6862,11.7317,11.4537,1.5712,4.72,1.83,1,,,,
8.1,50.7158,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.11,-0.6872,11.8483,11.5104,1.5716,4.72,1.83,1,,,,
8.11,50.8827,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.12,-0.6881,11.9643,11.5672,1.572,4.72,1.83,1,,,,
8.12,51.0495,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.13,-0.689,12.0772,11.6226,1.5724,4.72,1.83,1,,,,
8.13,51.2164,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.14,-0.6898,12.193,11.6801,1.5728,4.72,1.83,1,,,,
8.14,51.3832,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.15,-0.6907,12.3107,11.7404,1.5733,4.72,1.83,1,,,,
8.15,51.55,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.16,-0.6916,12.4306,11.8041,1.5737,4.72,1.83,1,,,,
8.16,51.7167,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.17,-0.6925,12.5474,11.8679,1.5741,4.72,1.83,1,,,,
8.17,51.8834,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.18,-0.6934,12.6666,11.9338,1.5745,4.72,1.83,1,,,,
8.18,52.0501,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.19,-0.6944,12.7868,12.0007,1.5749,4.72,1.83,1,,,,
8.19,52.2168,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.2,-0.6954,12.9089,12.0688,1.5753,4.72,1.83,1,,,,
8.2,52.3834,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.21,-0.6965,13.0282,12.1345,1.5756,4.72,1.83,1,,,,
8.21,52.5499,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.22,-0.6976,13.1512,12.1998,1.576,4.72,1.83,1,,,,
8.22,52.7165,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.23,-0.6987,13.2739,12.26,1.5764,4.72,1.83,1,,,,
8.23,52.8831,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.24,-0.6999,13.3943,12.3125,1.5767,4.72,1.83,1,,,,
8.24,53.0496,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.25,-0.7011,13.5175,12.3569,1.5771,4.72,1.83,1,,,,
8.25,53.2161,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.26,-0.7024,13.6423,12.3941,1.5775,4.72,1.83,1,,,,
8.26,53.3826,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.27,-0.7038,13.7677,12.4256,1.5778,4.72,1.83,1,,,,
8.27,53.5491,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.28,-0.705,13.882,12.4502,1.5782,4.72,1.83,1,,,,
8.28,53.7156,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.29,-0.7066,14.0175,12.4759,1.5785,4.72,1.83,1,,,,
8.29,53.882,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.3,-0.7081,14.142,12.4974,1.5788,4.72,1.83,1,,,,
8.3,54.0485,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.31,-0.7096,14.2671,12.5176,1.5791,4.72,1.83,1,,,,
8.31,54.2151,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.32,-0.7112,14.3929,12.5368,1.5794,4.72,1.83,1,,,,
8.32,54.3816,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.33,-0.7128,14.5169,12.5549,1.5797,4.72,1.83,1,,,,
8.33,54.5481,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.34,-0.7145,14.6432,12.5727,1.5799,4.72,1.83,1,,,,
8.34,54.7146,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.35,-0.7162,14.7685,12.5899,1.5802,4.72,1.83,1,,,,
8.35,54.8813,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.36,-0.7179,14.894,12.6069,1.5804,4.72,1.83,1,,,,
8.36,55.0481,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.37,-0.7197,15.0208,12.6238,1.5806,4.72,1.83,1,,,,
8.37,55.2149,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.38,-0.7215,15.1481,12.6406,1.5808,4.72,1.83,1,,,,
8.38,55.3817,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.39,-0.7234,15.2763,12.6573,1.581,4.72,1.83,1,,,,
8.39,55.5486,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.4,-0.7252,15.4032,12.6737,1.5812,4.72,1.83,1,,,,
8.4,55.7155,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.41,-0.7271,15.5298,12.6898,1.5814,4.72,1.83,1,,,,
8.41,55.8825,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.42,-0.729,15.6574,12.7059,1.5816,4.72,1.83,1,,,,
8.42,56.0495,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.43,-0.7309,15.7838,12.7219,1.5818,4.72,1.83,1,,,,
8.43,56.2165,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.44,-0.7327,15.9061,12.7372,1.5819,4.72,1.83,1,,,,
8.44,56.3835,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.45,-0.7347,16.0339,12.7533,1.5821,4.72,1.83,1,,,,
8.45,56.5502,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.46,-0.7367,16.1669,12.7698,1.5823,4.72,1.83,1,,,,
8.46,56.7169,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.47,-0.7386,16.2911,12.7849,1.5824,4.72,1.83,1,,,,
8.47,56.8835,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.48,-0.7406,16.4184,12.8002,1.5826,4.72,1.83,1,,,,
8.48,57.0502,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.49,-0.7427,16.5472,12.8156,1.5827,4.72,1.83,1,,,,
8.49,57.2169,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.5,-0.7447,16.6749,12.8308,1.5829,4.72,1.83,1,,,,
8.5,57.3835,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.51,-0.7467,16.8037,12.8461,1.583,4.72,1.83,1,,,,
8.51,57.5502,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.52,-0.7488,16.9332,12.8615,1.5831,4.72,1.83,1,,,,
8.52,57.7169,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.53,-0.7509,17.0615,12.8767,1.5833,4.72,1.83,1,,,,
8.53,57.8836,-1.7,16.6667,0.0,4.72,1.83,2,,,,
8.54,-0.7529,17.1897,12.8919,1.5834,4.72,1.83,1,,,,
